"","weeks","frac_positive","lb_positive_week","ub_positive_week","lb_positive","ub_positive"
"177",181,0.428540185893931,-0.00050579179951245,0.125301449817874,0.00787366888741407,0.117321481394093
"178",182,0.420229633679606,-0.016818450363802,0.119916527712256,-0.0180811446950215,0.12251157434005
"179",183,0.366867140513942,-0.00897266119634463,0.100987259528422,-0.00610589870062821,0.102932339662939
"180",184,0.30781848004374,0.00314697811636116,0.10134463348308,0.00452140902842873,0.100189627874625
"181",185,0.282777474029524,-0.0184314687470024,0.0989589034328934,-0.0130832245229527,0.0936853497087647
"182",186,0.279168944778568,-0.0207465340215557,0.106232611908953,-0.00535378038536838,0.104919610463162
"183",187,0.317987971569163,-0.0263609955131155,0.1226706626182,-0.0149302267961313,0.106734446044518
"184",188,0.327938764352105,0.0087488377357462,0.0919018221735337,0.00865763678617972,0.0801381024909497
"185",189,0.347840349917988,-0.00178709039185291,0.0868882179631885,-0.00891647991617437,0.0892917715030705
"186",190,0.320940404592674,8.30169811040552e-05,0.0991458417326716,-0.0100202413495003,0.0901369522295942
"187",191,0.336905412793876,0.0155923792040704,0.0859416034817646,-0.00143952902932549,0.081270648837719
"188",192,0.294259158009841,-0.0189611485276611,0.086442179083191,-0.0222346498741594,0.0848511298985623
"189",193,0.311208310552214,-0.00863753087200595,0.0882616070908876,-0.0215235997188409,0.0820648967031038
"190",194,0.33624931656643,-0.0240647860694777,0.0816729922079815,-0.0331548912448867,0.083578250073928
"191",195,0.412684527063969,-0.034449449457501,0.118766221570831,-0.039029933438662,0.115324967386941
"192",196,0.394423182066703,-0.0428933176386454,0.114092672093497,-0.0497753482081515,0.11164823925172
"193",197,0.401749589939858,0.0107356822995703,0.0808938917292295,-0.00123266549605605,0.0734292290030576
"194",198,0.356041552761072,0.0291019680663067,0.0783599862401373,0.0245244942017135,0.0760543012731366
"195",199,0.323674138873702,-0.0203329171013012,0.105740664555053,-0.0344156763946061,0.104098384714853
"196",200,0.374084199015856,0.00930451621930878,0.0909768595837146,-0.00398367234233133,0.086131627430754
"197",201,0.395735374521597,0.0262653026447719,0.0816922015695202,0.0229959442834553,0.0820310972553668
"198",202,0.392345544013122,0.00771956435898394,0.0872586558080837,-0.00146259169507505,0.0856751160488891
"199",203,0.418042646254784,0.00923409714105092,0.107265883874234,0.014811260813681,0.104618549934605
"200",204,0.439365773646802,0.0066596891871317,0.106294636734824,0.00128854232924462,0.10475293443044
"201",205,0.380754510661564,-0.0138603250439059,0.105117112043755,-0.0130100460822375,0.0979820830223029
"202",206,0.371787862219792,-0.00467019717916713,0.113497299757545,-0.0141285112186979,0.116447073801461
"203",207,0.316457080371788,-0.0260821858901016,0.0983781471993493,-0.0229495868810426,0.100772407060652
"204",208,0.384581738655003,-0.0038262847572791,0.0897291858081453,-0.00192497079659358,0.0964067383926338
